Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,,Intel,X3460,372,67.5,735,https://cpu.userbenchmark.com/SpeedTest/3739/IntelR XeonR CPU           X3460    280GHz
CPU,,Intel,i7 1160G7,373,67.4,140,https://cpu.userbenchmark.com/SpeedTest/1300243/11th Gen IntelR CoreTM i7 1160G7   120GHz
CPU,YD2200C5FBBOX,AMD,Ryzen 3 2200G,374,67.4,157115,https://cpu.userbenchmark.com/SpeedTest/441832/AMD Ryzen 3 2200G with Radeon Vega Graphics
CPU,,Intel,i5 3330,375,67.4,53322,https://cpu.userbenchmark.com/SpeedTest/10/IntelR CoreTM i5 3330 CPU   300GHz
CPU,,Intel,i7 2600S,376,67.4,2600,https://cpu.userbenchmark.com/SpeedTest/6489/IntelR CoreTM i7 2600S CPU   280GHz
CPU,FD9590FHHKWOF,AMD,FX 9590,377,67.3,29594,https://cpu.userbenchmark.com/AMD FX 9590/Rating/1812
CPU,,Intel,X5560,378,67.2,482,https://cpu.userbenchmark.com/SpeedTest/16614/IntelR XeonR CPU           X5560    280GHz
CPU,,Intel,i7 3840QM,379,67.2,3802,https://cpu.userbenchmark.com/SpeedTest/2451/IntelR CoreTM i7 3840QM CPU   280GHz
CPU,,Intel,L5639,380,67.2,82,https://cpu.userbenchmark.com/SpeedTest/5958/IntelR XeonR CPU           L5639    213GHz
CPU,,Intel,i7 4910MQ,381,67.1,4964,https://cpu.userbenchmark.com/SpeedTest/9700/IntelR CoreTM i7 4910MQ CPU   290GHz
CPU,BX80647I74900MQ,Intel,i7 4900MQ,382,67.1,5422,https://cpu.userbenchmark.com/Intel Core i7 4900MQ/Rating/1994
CPU,,Intel,i7 4810MQ,383,67.1,23588,https://cpu.userbenchmark.com/SpeedTest/7168/IntelR CoreTM i7 4810MQ CPU   280GHz
CPU,,Intel,i7 6700HQ,384,67,296515,https://cpu.userbenchmark.com/SpeedTest/34954/IntelR CoreTM i7 6700HQ CPU   260GHz
CPU,,Intel,i7 4700HQ,385,66.9,40335,https://cpu.userbenchmark.com/Intel Core i7 4700HQ/Rating/2728
CPU,YD130XBBAEBOX,AMD,Ryzen 3 1300X,386,66.9,38400,https://cpu.userbenchmark.com/AMD Ryzen 3 1300X/Rating/3930
CPU,,Intel,W3565,387,66.9,6662,https://cpu.userbenchmark.com/SpeedTest/6324/IntelR XeonR CPU           W3565    320GHz
CPU,,Intel,i7 4720HQ,388,66.9,78679,https://cpu.userbenchmark.com/SpeedTest/20045/IntelR CoreTM i7 4720HQ CPU   260GHz
CPU,BX80601950,Intel,i7 950,389,66.7,38570,https://cpu.userbenchmark.com/Intel Core i7 950/Rating/617
CPU,,Intel,i7 3820QM,390,66.6,2805,https://cpu.userbenchmark.com/SpeedTest/4339/IntelR CoreTM i7 3820QM CPU   270GHz
CPU,,Intel,i7 6820HQ,391,66.6,27743,https://cpu.userbenchmark.com/SpeedTest/43500/IntelR CoreTM i7 6820HQ CPU   270GHz
CPU,BX80646I34370,Intel,i3 4370,392,66.5,1500,https://cpu.userbenchmark.com/Intel Core i3 4370/Rating/2817
CPU,,Intel,i5 2310,393,66.4,15379,https://cpu.userbenchmark.com/SpeedTest/2055/IntelR CoreTM i5 2310 CPU   290GHz
CPU,,Intel,W3550,394,66.4,6516,https://cpu.userbenchmark.com/SpeedTest/3628/IntelR XeonR CPU           W3550    307GHz
CPU,,Intel,i5 10310U,395,66.4,2718,https://cpu.userbenchmark.com/SpeedTest/1150155/IntelR CoreTM i5 10310U CPU   170GHz
CPU,,Intel,i7 4722HQ,396,66.3,202,https://cpu.userbenchmark.com/SpeedTest/32895/IntelR CoreTM i7 4722HQ CPU   240GHz
CPU,BX80677I57400T,Intel,i5 7400T,397,66.2,3528,https://cpu.userbenchmark.com/SpeedTest/244917/IntelR CoreTM i5 7400T CPU   240GHz
CPU,,Intel,i5 4570R,398,66.2,938,https://cpu.userbenchmark.com/SpeedTest/6445/IntelR CoreTM i5 4570R CPU   270GHz
CPU,BX80677I37300T,Intel,i3 7300T,399,66.1,71,https://cpu.userbenchmark.com/SpeedTest/230231/IntelR CoreTM i3 7300T CPU   350GHz
CPU,,Intel,i7 4710HQ,400,66.1,71711,https://cpu.userbenchmark.com/SpeedTest/11499/IntelR CoreTM i7 4710HQ CPU   250GHz
CPU,BX80662I36300,Intel,i3 6300,401,66.1,3467,https://cpu.userbenchmark.com/Intel Core i3 6300/Rating/3536
CPU,,Intel,E5 2670 v2,402,66.1,386,https://cpu.userbenchmark.com/SpeedTest/18414/IntelR XeonR CPU E5 2670 v2   250GHz
CPU,,Intel,i7 4710MQ,403,66,23408,https://cpu.userbenchmark.com/SpeedTest/9397/IntelR CoreTM i7 4710MQ CPU   250GHz
CPU,,Intel,i5 2300,404,66,17456,https://cpu.userbenchmark.com/SpeedTest/291/IntelR CoreTM i5 2300 CPU   280GHz
CPU,,Intel,i5 760,405,66,32718,https://cpu.userbenchmark.com/SpeedTest/717/IntelR CoreTM i5 CPU         760    280GHz
CPU,FD9370FHHKWOF,AMD,FX 9370,406,65.9,8647,https://cpu.userbenchmark.com/AMD FX 9370/Rating/2005
CPU,BX80677G4620,Intel,G4620,407,65.9,2894,https://cpu.userbenchmark.com/Intel G4620/Rating/3895
CPU,CW8064701470702,Intel,i7 4700MQ,408,65.9,67166,https://cpu.userbenchmark.com/Intel Core i7 4700MQ/Rating/2727
CPU,,Intel,i7 3740QM,409,65.8,7704,https://cpu.userbenchmark.com/SpeedTest/2919/IntelR CoreTM i7 3740QM CPU   270GHz
CPU,,Intel,i7 860,410,65.7,50708,https://cpu.userbenchmark.com/SpeedTest/841/IntelR CoreTM i7 CPU         860    280GHz
CPU,BX80646I34350,Intel,i3 4350,411,65.7,471,https://cpu.userbenchmark.com/Intel Core i3 4350/Rating/2433
CPU,,Intel,i7 10510U,412,65.7,42734,https://cpu.userbenchmark.com/SpeedTest/891469/IntelR CoreTM i7 10510U CPU   180GHz
CPU,FD8350FRHKBOX,AMD,FX 8350,413,65.6,330016,https://cpu.userbenchmark.com/AMD FX 8350/Rating/1489
CPU,,Intel,i7 940,414,65.6,1961,https://cpu.userbenchmark.com/SpeedTest/606/IntelR CoreTM i7 CPU         940    293GHz
CPU,FD8370FRHKBOX,AMD,FX 8370,415,65.5,29964,https://cpu.userbenchmark.com/AMD FX 8370/Rating/2983
CPU,,Intel,X3450,416,65.5,3106,https://cpu.userbenchmark.com/SpeedTest/10439/IntelR XeonR CPU           X3450    267GHz
CPU,,Intel,i7 930,417,65.4,23992,https://cpu.userbenchmark.com/SpeedTest/79/IntelR CoreTM i7 CPU         930    280GHz
CPU,BX80684G5400,Intel,G5400,418,65.3,13064,https://cpu.userbenchmark.com/SpeedTest/484278/IntelR PentiumR Gold G5400 CPU   370GHz
CPU,BX80646I34360,Intel,i3 4360,419,65.3,1681,https://cpu.userbenchmark.com/Intel Core i3 4360/Rating/2819
CPU,,Intel,i5 1130G7,420,65.2,108,https://cpu.userbenchmark.com/SpeedTest/1418235/11th Gen IntelR CoreTM i5 1130G7   110GHz
CPU,BX80677I37100,Intel,i3 7100,421,65.2,75520,https://cpu.userbenchmark.com/Intel Core i3 7100/Rating/3891
CPU,,Intel,i7 4800MQ,422,65.1,21518,https://cpu.userbenchmark.com/SpeedTest/3437/IntelR CoreTM i7 4800MQ CPU   270GHz
CPU,,Intel,i5 2500S,423,65.1,2642,https://cpu.userbenchmark.com/SpeedTest/1699/IntelR CoreTM i5 2500S CPU   270GHz
CPU,YD2400C5FBBOX,AMD,Ryzen 5 2400G,424,65.1,116597,https://cpu.userbenchmark.com/SpeedTest/433194/AMD Ryzen 5 2400G with Radeon Vega Graphics
CPU,,Intel,i5 10210U,425,65.1,41298,https://cpu.userbenchmark.com/SpeedTest/819403/IntelR CoreTM i5 10210U CPU   160GHz
CPU,,Intel,i7 4850HQ,426,65.1,767,https://cpu.userbenchmark.com/SpeedTest/7877/IntelR CoreTM i7 4850HQ CPU   230GHz
CPU,,Intel,i7 2960XM,427,65.1,738,https://cpu.userbenchmark.com/SpeedTest/2390/IntelR CoreTM i7 2960XM CPU   270GHz
CPU,,Intel,W3530,428,65,4964,https://cpu.userbenchmark.com/SpeedTest/3000/IntelR XeonR CPU           W3530    280GHz
CPU,,Intel,X3440,429,64.9,6633,https://cpu.userbenchmark.com/SpeedTest/6655/IntelR XeonR CPU           X3440    253GHz
CPU,AW8063801106200,Intel,i7 3630QM,430,64.9,60343,https://cpu.userbenchmark.com/Intel Core i7 3630QM/Rating/626
CPU,,AMD,Ryzen 5 2600H,431,64.7,185,https://cpu.userbenchmark.com/SpeedTest/617618/AMD Ryzen 5 2600H with Radeon Vega Graphics
CPU,,Intel,i5 3330S,432,64.7,4010,https://cpu.userbenchmark.com/SpeedTest/4366/IntelR CoreTM i5 3330S CPU   270GHz
CPU,,Intel,i7 1065G7,433,64.7,45808,https://cpu.userbenchmark.com/SpeedTest/888368/IntelR CoreTM i7 1065G7 CPU   130GHz
CPU,,Intel,i5 1035G1,434,64.7,42133,https://cpu.userbenchmark.com/SpeedTest/895407/IntelR CoreTM i5 1035G1 CPU   100GHz
CPU,,Intel,i7 3720QM,435,64.5,9089,https://cpu.userbenchmark.com/SpeedTest/1619/IntelR CoreTM i7 3720QM CPU   260GHz
CPU,BX80601920,Intel,i7 920,436,64.4,68893,https://cpu.userbenchmark.com/Intel Core i7 920/Rating/1981
CPU,BX80605I5750,Intel,i5 750,437,64.4,47398,https://cpu.userbenchmark.com/Intel Core i5 750/Rating/2773
CPU,,Intel,i7 4702MQ,438,64.4,20226,https://cpu.userbenchmark.com/SpeedTest/2674/IntelR CoreTM i7 4702MQ CPU   220GHz
CPU,FH8068403419422,Intel,i3 8109U,439,64.4,1677,https://cpu.userbenchmark.com/SpeedTest/609620/IntelR CoreTM i3 8109U CPU   300GHz
CPU,BX80646I34340,Intel,i3 4340,440,64.4,821,https://cpu.userbenchmark.com/Intel Core i3 4340/Rating/2877
CPU,BX80662I36300T,Intel,i3 6300T,441,64.3,131,https://cpu.userbenchmark.com/SpeedTest/75733/IntelR CoreTM i3 6300T CPU   330GHz
CPU,,Intel,i7 4770HQ,442,64.2,1523,https://cpu.userbenchmark.com/SpeedTest/18784/IntelR CoreTM i7 4770HQ CPU   220GHz
CPU,,AMD,Ryzen 9 4900U,443,64.1,1,https://cpu.userbenchmark.com/SpeedTest/1097507/AMD Ryzen 9 4900U with Radeon Graphics
CPU,AW8063801013511,Intel,i7 3610QM,444,64.1,35229,https://cpu.userbenchmark.com/Intel Core i7 3610QM/Rating/2730
CPU,,Intel,i5 2405S,445,64.1,175,https://cpu.userbenchmark.com/SpeedTest/10048/IntelR CoreTM i5 2405S CPU   250GHz
CPU,,Intel,i5 6300HQ,446,64.1,51322,https://cpu.userbenchmark.com/SpeedTest/38166/IntelR CoreTM i5 6300HQ CPU   230GHz
CPU,,Intel,i7 4750HQ,447,63.9,5078,https://cpu.userbenchmark.com/SpeedTest/3709/IntelR CoreTM i7 4750HQ CPU   200GHz
CPU,FJ8068404064405,Intel,i7 8565U,448,63.9,69868,https://cpu.userbenchmark.com/SpeedTest/591977/IntelR CoreTM i7 8565U CPU   180GHz
CPU,,Intel,i5 8350U,449,63.9,16079,https://cpu.userbenchmark.com/SpeedTest/388461/IntelR CoreTM i5 8350U CPU   170GHz
CPU,BX80646I34170,Intel,i3 4170,450,63.7,41868,https://cpu.userbenchmark.com/SpeedTest/28214/IntelR CoreTM i3 4170 CPU   370GHz
CPU,,Intel,i5 2400S,451,63.6,10056,https://cpu.userbenchmark.com/SpeedTest/304/IntelR CoreTM i5 2400S CPU   250GHz
CPU,,AMD,Ryzen 7 2800H,452,63.6,57,https://cpu.userbenchmark.com/SpeedTest/667422/AMD Ryzen 7 2800H with Radeon Vega Graphics
CPU,BX80662I36100,Intel,i3 6100,453,63.4,101692,https://cpu.userbenchmark.com/Intel Core i3 6100/Rating/3511
CPU,CM8068403360212,Intel,G5400T,454,63.3,148,https://cpu.userbenchmark.com/SpeedTest/528812/IntelR PentiumR Gold G5400T CPU   310GHz
CPU,,Intel,i5 8365U,455,63.2,4706,https://cpu.userbenchmark.com/SpeedTest/774761/IntelR CoreTM i5 8365U CPU   160GHz
CPU,YD1200BBAEBOX,AMD,Ryzen 3 1200,456,63.2,80755,https://cpu.userbenchmark.com/AMD Ryzen 3 1200/Rating/3931
CPU,,Intel,i3 1115G4,457,63.2,4522,https://cpu.userbenchmark.com/SpeedTest/1333512/11th Gen IntelR CoreTM i3 1115G4   300GHz
CPU,,Intel,i7 7567U,458,63.2,1813,https://cpu.userbenchmark.com/SpeedTest/219709/IntelR CoreTM i7 7567U CPU   350GHz
CPU,FD8320FRHKBOX,AMD,FX 8320,459,63.1,120386,https://cpu.userbenchmark.com/AMD FX 8320/Rating/1983
CPU,,AMD,FX 6350 Six Core,460,63.1,28795,https://cpu.userbenchmark.com/SpeedTest/713/AMD FXtm 6350 Six Core Processor
CPU,BX80677G4600,Intel,G4600,461,63,15644,https://cpu.userbenchmark.com/Intel G4600/Rating/3894
CPU,YD1400BBAEBOX,AMD,Ryzen 5 1400,462,63,70216,https://cpu.userbenchmark.com/AMD Ryzen 5 1400/Rating/3922
CPU,,Intel,i7 3632QM,463,62.9,25190,https://cpu.userbenchmark.com/SpeedTest/36/IntelR CoreTM i7 3632QM CPU   220GHz
CPU,FJ8068404064604,Intel,i5 8265U,464,62.9,80628,https://cpu.userbenchmark.com/SpeedTest/566107/IntelR CoreTM i5 8265U CPU   160GHz
CPU,BX80646I34330,Intel,i3 4330,465,62.9,5962,https://cpu.userbenchmark.com/Intel Core i3 4330/Rating/2876
CPU,,Intel,i7 3615QM,466,62.9,2421,https://cpu.userbenchmark.com/SpeedTest/806/IntelR CoreTM i7 3615QM CPU   230GHz
CPU,,Intel,i5 8250U,467,62.9,227772,https://cpu.userbenchmark.com/SpeedTest/338266/IntelR CoreTM i5 8250U CPU   160GHz
CPU,,Intel,W3520,468,62.8,6343,https://cpu.userbenchmark.com/SpeedTest/3585/IntelR XeonR CPU           W3520    267GHz
CPU,,AMD,Phenom II X4 980,469,62.8,1068,https://cpu.userbenchmark.com/SpeedTest/5445/AMD Phenomtm II X4 980 Processor
CPU,HDE00ZFBGRBOX,AMD,Phenom II X6 1100T,470,62.7,12780,https://cpu.userbenchmark.com/AMD Phenom II X6 1100T/Rating/2004
CPU,,Intel,E5540,471,62.6,441,https://cpu.userbenchmark.com/SpeedTest/13822/IntelR XeonR CPU           E5540    253GHz
CPU,,Intel,i7 8550U,472,62.6,157570,https://cpu.userbenchmark.com/SpeedTest/320742/IntelR CoreTM i7 8550U CPU   180GHz
CPU,,Intel,i7 3635QM,473,62.4,2686,https://cpu.userbenchmark.com/SpeedTest/2465/IntelR CoreTM i7 3635QM CPU   240GHz
CPU,,Intel,i7 3612QM,474,62.3,10384,https://cpu.userbenchmark.com/SpeedTest/329/IntelR CoreTM i7 3612QM CPU   210GHz
CPU,BX80646I34160,Intel,i3 4160,475,62.3,49916,https://cpu.userbenchmark.com/Intel Core i3 4160/Rating/2816
CPU,,AMD,FX 8310,476,62.2,1549,https://cpu.userbenchmark.com/SpeedTest/18534/AMD FXtm 8310 Eight Core Processor
CPU,,Intel,i7 2920XM,477,62.2,871,https://cpu.userbenchmark.com/SpeedTest/459/IntelR CoreTM i7 2920XM CPU   250GHz
CPU,,AMD,Phenom II X4 B65,478,62.1,212,https://cpu.userbenchmark.com/SpeedTest/6054/AMD Phenomtm II X4 B65 Processor
CPU,FD8150FRGUBOX,AMD,FX 8150,479,62.1,21550,https://cpu.userbenchmark.com/AMD FX 8150/Rating/2006
CPU,,Intel,i7 8665U,480,62,8353,https://cpu.userbenchmark.com/SpeedTest/740553/IntelR CoreTM i7 8665U CPU   190GHz
CPU,,Intel,i3 6098P,481,61.9,5048,https://cpu.userbenchmark.com/SpeedTest/80177/IntelR CoreTM i3 6098P CPU   360GHz
CPU,,Intel,i7 4702HQ,482,61.9,3325,https://cpu.userbenchmark.com/SpeedTest/297/IntelR CoreTM i7 4702HQ CPU   220GHz
CPU,BX80646I34150,Intel,i3 4150,483,61.8,35395,https://cpu.userbenchmark.com/Intel Core i3 4150/Rating/2309
CPU,FD837EWMHKBOX,AMD,FX 8370E,484,61.8,5029,https://cpu.userbenchmark.com/AMD FX 8370E/Rating/2984
CPU,,AMD,Phenom II X4 975,485,61.5,1167,https://cpu.userbenchmark.com/SpeedTest/3020/AMD Phenomtm II X4 975 Processor
CPU,,Intel,X3430,486,61.5,3502,https://cpu.userbenchmark.com/SpeedTest/5225/IntelR XeonR CPU           X3430    240GHz
CPU,BX80677G4560,Intel,G4560,487,61.4,65126,https://cpu.userbenchmark.com/Intel G4560/Rating/3892
CPU,,Intel,i5 7260U,488,61.3,2397,https://cpu.userbenchmark.com/SpeedTest/269906/IntelR CoreTM i5 7260U CPU   220GHz
CPU,FD6300WMHKBOX,AMD,FX 6300,489,61.3,251790,https://cpu.userbenchmark.com/AMD FX 6300/Rating/1555
CPU,,AMD,Athlon II X4 555,490,61.2,115,https://cpu.userbenchmark.com/SpeedTest/12528/AMD Athlontm II X4 555 Processor
CPU,CM8068403377713,Intel,G5500T,491,61.2,51,https://cpu.userbenchmark.com/SpeedTest/519437/IntelR PentiumR Gold G5500T CPU   320GHz
CPU,BX80646I34130,Intel,i3 4130,492,61.1,40946,https://cpu.userbenchmark.com/Intel Core i3 4130/Rating/1621
CPU,,AMD,FX 8300,493,61.1,52117,https://cpu.userbenchmark.com/SpeedTest/7163/AMD FXtm 8300 Eight Core Processor
CPU,FD832EWMHKBOX,AMD,FX 8320E,494,61.1,33974,https://cpu.userbenchmark.com/AMD FX 8320E/Rating/2985
CPU,,Intel,E5 2620 v2,495,61.1,2089,https://cpu.userbenchmark.com/SpeedTest/4718/IntelR XeonR CPU E5 2620 v2   210GHz
CPU,,Intel,i7 2860QM,496,61,3853,https://cpu.userbenchmark.com/SpeedTest/103/IntelR CoreTM i7 2860QM CPU   250GHz
CPU,,Intel,i7 2760QM,497,61,9211,https://cpu.userbenchmark.com/SpeedTest/949/IntelR CoreTM i7 2760QM CPU   240GHz
CPU,,AMD,Phenom II X6 1090T,498,61,25467,https://cpu.userbenchmark.com/SpeedTest/417/AMD Phenomtm II X6 1090T Processor
CPU,,Intel,i7 4712HQ,499,60.9,4818,https://cpu.userbenchmark.com/SpeedTest/10973/IntelR CoreTM i7 4712HQ CPU   230GHz
CPU,,Intel,i7 8650U,500,60.9,38125,https://cpu.userbenchmark.com/SpeedTest/353957/IntelR CoreTM i7 8650U CPU   190GHz
CPU,,Intel,X9770,501,60.9,473,https://cpu.userbenchmark.com/SpeedTest/10543/IntelR CoreTM2 CPU X9770    320GHz
CPU,BX80677I37100T,Intel,i3 7100T,502,60.8,2530,https://cpu.userbenchmark.com/SpeedTest/230301/IntelR CoreTM i3 7100T CPU   340GHz
CPU,,AMD,FX 6200 Six Core,503,60.8,5178,https://cpu.userbenchmark.com/SpeedTest/2658/AMD FXtm 6200 Six Core Processor
CPU,,Intel,i5 1035G4,504,60.8,8437,https://cpu.userbenchmark.com/SpeedTest/921077/IntelR CoreTM i5 1035G4 CPU   110GHz
CPU,,Intel,E5 1603 0,505,60.7,2720,https://cpu.userbenchmark.com/SpeedTest/9880/IntelR XeonR CPU E5 1603 0   280GHz
CPU,,Intel,E5530,506,60.7,593,https://cpu.userbenchmark.com/SpeedTest/4018/IntelR XeonR CPU           E5530    240GHz
CPU,,Intel,i3 2125,507,60.6,592,https://cpu.userbenchmark.com/SpeedTest/3545/IntelR CoreTM i3 2125 CPU   330GHz
CPU,FD4350FRHKBOX,AMD,FX 4350,508,60.6,11174,https://cpu.userbenchmark.com/AMD FX 4350/Rating/2880
CPU,,Intel,i7 5557U,509,60.3,1427,https://cpu.userbenchmark.com/SpeedTest/27386/IntelR CoreTM i7 5557U CPU   310GHz
CPU,,AMD,Phenom II X4 970,510,60.2,2122,https://cpu.userbenchmark.com/SpeedTest/2231/AMD Phenomtm II X4 970 Processor
CPU,,AMD,Phenom II X6 1075T,511,60.2,4180,https://cpu.userbenchmark.com/SpeedTest/913/AMD Phenomtm II X6 1075T Processor
CPU,,Intel,i7 2820QM,512,60.1,5148,https://cpu.userbenchmark.com/SpeedTest/3145/IntelR CoreTM i7 2820QM CPU   230GHz
CPU,,Intel,i7 X 940,513,60,523,https://cpu.userbenchmark.com/SpeedTest/2801/IntelR CoreTM i7 CPU       X 940    213GHz
CPU,,Intel,i3 3250,514,60,3592,https://cpu.userbenchmark.com/SpeedTest/4950/IntelR CoreTM i3 3250 CPU   350GHz
CPU,,Intel,i5 4570T,515,60,4462,https://cpu.userbenchmark.com/SpeedTest/6853/IntelR CoreTM i5 4570T CPU   290GHz
CPU,,AMD,Phenom II X4 B60,516,60,1339,https://cpu.userbenchmark.com/SpeedTest/8154/AMD Phenomtm II X4 B60 Processor
CPU,CM8067703016117,Intel,G4560T,517,59.9,385,https://cpu.userbenchmark.com/SpeedTest/467086/IntelR PentiumR CPU G4560T   290GHz
CPU,,Intel,i3 3240,518,59.7,31935,https://cpu.userbenchmark.com/SpeedTest/2133/IntelR CoreTM i3 3240 CPU   340GHz
CPU,,Intel,i5 1035G7,519,59.7,3751,https://cpu.userbenchmark.com/SpeedTest/920409/IntelR CoreTM i5 1035G7 CPU   120GHz
CPU,,Intel,i7 4610M,520,59.7,4172,https://cpu.userbenchmark.com/SpeedTest/11649/IntelR CoreTM i7 4610M CPU   300GHz
CPU,BX80637I33225,Intel,i3 3225,521,59.6,2993,https://cpu.userbenchmark.com/Intel Core i3 3225/Rating/1488
CPU,BX80662G4520,Intel,G4520,522,59.6,349,https://cpu.userbenchmark.com/Intel G4520/Rating/3537
CPU,,AMD,Ryzen 7 3750H,523,59.6,36609,https://cpu.userbenchmark.com/SpeedTest/786211/AMD Ryzen 7 3750H with Radeon Vega Mobile Gfx
CPU,,Intel,i3 1005G1,524,59.6,17842,https://cpu.userbenchmark.com/SpeedTest/906918/IntelR CoreTM i3 1005G1 CPU   120GHz
CPU,,Intel,E5620,525,59.5,2807,https://cpu.userbenchmark.com/SpeedTest/6971/IntelR XeonR CPU           E5620    240GHz
CPU,BX80662I36100T,Intel,i3 6100T,526,59.3,5293,https://cpu.userbenchmark.com/SpeedTest/40317/IntelR CoreTM i3 6100T CPU   320GHz
CPU,,Intel,i7 7500U,527,59.3,134782,https://cpu.userbenchmark.com/SpeedTest/171274/IntelR CoreTM i7 7500U CPU   270GHz
CPU,,Intel,G3470,528,59.3,124,https://cpu.userbenchmark.com/SpeedTest/28614/IntelR PentiumR CPU G3470   360GHz
CPU,,Intel,i7 2670QM,529,59.3,49502,https://cpu.userbenchmark.com/Intel Core i7 2670QM/Rating/1982
CPU,YD240GC6FBBOX,AMD,Athlon 240GE,530,59.2,437,https://cpu.userbenchmark.com/SpeedTest/705151/AMD Athlon 240GE with Radeon Vega Graphics
CPU,,Intel,E5 2630 0,531,59.2,1647,https://cpu.userbenchmark.com/SpeedTest/6512/IntelR XeonR CPU E5 2630 0   230GHz
CPU,HDZ965FBGMBOX,AMD,Phenom II X4 965,532,59.2,43542,https://cpu.userbenchmark.com/AMD Phenom II X4 965/Rating/606
CPU,,Intel,E5520,533,59,1320,https://cpu.userbenchmark.com/SpeedTest/5884/IntelR XeonR CPU           E5520    227GHz
CPU,,Intel,i3 2105,534,58.9,999,https://cpu.userbenchmark.com/SpeedTest/2747/IntelR CoreTM i3 2105 CPU   310GHz
CPU,,Intel,L5520,535,58.8,161,https://cpu.userbenchmark.com/SpeedTest/6285/IntelR XeonR CPU           L5520    227GHz
CPU,YD3000C6FHBOX,AMD,Athlon 3000G,536,58.8,8214,https://cpu.userbenchmark.com/SpeedTest/968952/AMD Athlon 3000G with Radeon Vega Graphics
CPU,,Intel,E5 2620 0,537,58.8,2980,https://cpu.userbenchmark.com/SpeedTest/5895/IntelR XeonR CPU E5 2620 0   200GHz
CPU,,Intel,i3 7167U,538,58.6,37,https://cpu.userbenchmark.com/SpeedTest/357115/IntelR CoreTM i3 7167U CPU   280GHz
CPU,,Intel,X5470,539,58.6,1378,https://cpu.userbenchmark.com/SpeedTest/14102/IntelR XeonR CPU           X5470    333GHz
CPU,,Intel,i3 3220,540,58.6,67217,https://cpu.userbenchmark.com/SpeedTest/272/IntelR CoreTM i3 3220 CPU   330GHz
CPU,,AMD,FX 8120,541,58.6,24934,https://cpu.userbenchmark.com/SpeedTest/173/AMD FXtm 8120 Eight Core Processor
CPU,HDT55TFBGRBOX,AMD,Phenom II X6 1055T,542,58.5,23403,https://cpu.userbenchmark.com/AMD Phenom II X6 1055T/Rating/2003
CPU,,Intel,i3 2130,543,58.5,7520,https://cpu.userbenchmark.com/SpeedTest/424/IntelR CoreTM i3 2130 CPU   340GHz
CPU,FF8062700837005,Intel,i7 2630QM,544,58.5,37214,https://cpu.userbenchmark.com/Intel Core i7 2630QM/Rating/2729
CPU,,Intel,i3 2120,545,58.5,74973,https://cpu.userbenchmark.com/SpeedTest/2227/IntelR CoreTM i3 2120 CPU   330GHz
CPU,,Intel,i7 2720QM,546,58.4,7858,https://cpu.userbenchmark.com/SpeedTest/532/IntelR CoreTM i7 2720QM CPU   220GHz
CPU,,Intel,i7 5550U,547,58.4,99,https://cpu.userbenchmark.com/SpeedTest/203876/IntelR CoreTM i7 5550U CPU   200GHz
CPU,,AMD,FX 4170,548,58.4,4044,https://cpu.userbenchmark.com/SpeedTest/114/AMD FXtm 4170 Processor
CPU,,Intel,i3 10110U,549,58.3,7181,https://cpu.userbenchmark.com/SpeedTest/915083/IntelR CoreTM i3 10110U CPU   210GHz
CPU,,Intel,G3460,550,58.2,1101,https://cpu.userbenchmark.com/Intel G3460/Rating/2818
CPU,HDZ955FBGMBOX,AMD,Phenom II X4 955,551,58.1,42236,https://cpu.userbenchmark.com/AMD Phenom II X4 955/Rating/2935
CPU,,Intel,i3 3210,552,58.1,6483,https://cpu.userbenchmark.com/SpeedTest/3090/IntelR CoreTM i3 3210 CPU   320GHz
CPU,YD220GC6FBBOX,AMD,Athlon 220GE,553,57.9,504,https://cpu.userbenchmark.com/SpeedTest/700311/AMD Athlon 220GE with Radeon Vega Graphics
CPU,FD4300WMHKBOX,AMD,FX 4300,554,57.8,53663,https://cpu.userbenchmark.com/AMD FX 4300/Rating/2879
CPU,,Intel,i7 2675QM,555,57.8,980,https://cpu.userbenchmark.com/SpeedTest/597/IntelR CoreTM i7 2675QM CPU   220GHz
CPU,FJ8067703282227,Intel,i3 8130U,556,57.8,24805,https://cpu.userbenchmark.com/SpeedTest/468020/IntelR CoreTM i3 8130U CPU   220GHz
CPU,,Intel,i5 3470T,557,57.6,3201,https://cpu.userbenchmark.com/SpeedTest/2220/IntelR CoreTM i5 3470T CPU   290GHz
CPU,,AMD,FX 6120 Six Core,558,57.5,1655,https://cpu.userbenchmark.com/SpeedTest/7026/AMD FXtm 6120 Six Core Processor
CPU,,AMD,A10 6790K APU (2013 D.Ri),559,57.5,1978,https://cpu.userbenchmark.com/SpeedTest/13499/AMD A10 6790K APU with Radeontm HD Graphics
CPU,,Intel,i5 7200U,560,57.5,215991,https://cpu.userbenchmark.com/SpeedTest/153577/IntelR CoreTM i5 7200U CPU   250GHz
CPU,,Intel,i7 7600U,561,57.5,11596,https://cpu.userbenchmark.com/SpeedTest/220838/IntelR CoreTM i7 7600U CPU   280GHz
CPU,,AMD,Phenom II X4 960T,562,57.5,4007,https://cpu.userbenchmark.com/SpeedTest/1813/AMD Phenomtm II X4 960T Processor
CPU,BX80646G3440,Intel,G3440,563,57.5,511,https://cpu.userbenchmark.com/Intel G3440/Rating/2435
