Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,,Intel,D 3.06GHz,1307,21,283,https://cpu.userbenchmark.com/SpeedTest/13158/IntelR CeleronR D CPU 306GHz
CPU,,Intel,D410,1308,20.9,221,https://cpu.userbenchmark.com/SpeedTest/13305/         IntelR AtomTM CPU D410     166GHz
CPU,,Intel,N3050,1309,20.9,13626,https://cpu.userbenchmark.com/SpeedTest/31154/IntelR CeleronR CPU  N3050    160GHz
CPU,,Intel,N280,1310,20.8,546,https://cpu.userbenchmark.com/SpeedTest/4556/         IntelR AtomTM CPU N280     166GHz
CPU,,Intel,N450,1311,20.8,2236,https://cpu.userbenchmark.com/SpeedTest/3190/IntelR AtomTM CPU N450     166GHz
CPU,,Intel,D510,1312,20.8,433,https://cpu.userbenchmark.com/SpeedTest/5452/IntelR AtomTM CPU D510     166GHz
CPU,,AMD,Z 60 APU,1313,20.4,4,https://cpu.userbenchmark.com/SpeedTest/13444/AMD Z 60 APU with Radeontm HD Graphics
CPU,,Intel,N270,1314,20.4,2961,https://cpu.userbenchmark.com/SpeedTest/2697/IntelR AtomTM CPU N270     160GHz
CPU,,Intel,N435,1315,20.1,41,https://cpu.userbenchmark.com/SpeedTest/13319/IntelR AtomTM CPU N435     133GHz
CPU,,Intel,230,1316,19.5,253,https://cpu.userbenchmark.com/SpeedTest/5251/IntelR AtomTM CPU  230     160GHz
CPU,,AMD,Phenom 9600,1317,18.5,649,https://cpu.userbenchmark.com/SpeedTest/7248/AMD Phenomtm 9600 Processor
CPU,,Intel,Z2760,1318,18,674,https://cpu.userbenchmark.com/SpeedTest/2088/IntelR AtomTM CPU Z2760    180GHz
CPU,,Intel,Z520,1319,17.6,260,https://cpu.userbenchmark.com/SpeedTest/4161/         IntelR AtomTM CPU Z520     133GHz
CPU,,AMD,A4 1200 APU,1320,17.4,458,https://cpu.userbenchmark.com/SpeedTest/2520/AMD A4 1200 APU with RadeonTM HD Graphics
CPU,,AMD,A4 1250 APU,1321,17.4,669,https://cpu.userbenchmark.com/SpeedTest/8678/AMD A4 1250 APU with RadeonTM HD Graphics
CPU,,AMD,E1 2100 APU,1322,17.2,4247,https://cpu.userbenchmark.com/SpeedTest/7613/AMD E1 2100 APU with RadeonTM HD Graphics
CPU,,AMD,Phenom 9500,1323,16.9,1087,https://cpu.userbenchmark.com/SpeedTest/1692/AMD Phenomtm 9500 Processor
